,ArgonDimers,RutheniumTetroxide,RutheniumTetroxide,RutheniumTetroxide,RutheniumTetroxide,RutheniumTetroxide,RutheniumTetroxide,RutheniumTetroxide,Histone H3,Histone H3,Cytokeratin 5,Fibronectin,Cytokeratin 19,Cytokeratin 8/18,Twist,CD68,Keratin 14 (KRT14),SMA,Vimentin,c-Myc,c-erbB-2 - Her2,CD3,Histone H3,Erk1/2,Slug,Rabbit IgG H L,Progesterone Receptor A/B,p53,CD44,EpCAM,CD45,GATA3,CD20,b-Catenin,Carbonic Anhydrase IX,undefined,Ki-67,EGFR,S6,Sox9,vWF,mTOR,Cytokeratin 7,pan Cytokeratin,cleaved PARP,undefined,undefined,DNA1,DNA2,undefined,undefined,undefined,ObjectNumber,Position,area,perimeter,minor_axis,major_axis
0,758.0274609375,4.022440011501312,0.970079996585846,6.150060043334961,5.8080400419235225,8.310739996433258,14.560139994621277,12.178659999370575,1.0542399990558624,0.08746000051498413,56.65387977600098,0.34450000047683715,0.06,0.44155999898910525,0.4183399987220764,0.1962000012397766,0.029100000858306885,0.02546000003814697,0.06,0.06121999979019165,0.16191999912261962,0.15085999965667723,0.30858000040054323,0.0,0.3285200017690659,0.0427999997138977,0.1307800018787384,0.02,0.1753000020980835,0.02563999891281128,1.6482599830627442,0.19204000234603882,0.10780000209808349,0.7228400015830994,0.08660000085830688,0.029100000858306885,0.165,1.439560010433197,0.1330399978160858,0.10342000007629394,1.042700001001358,0.24414000272750855,0.09160000085830688,0.38983999729156493,0.0,2.860779992341995,0.11011999845504761,3.0710400021076203,5.969480044841767,2.1262400019168854,0.6190000057220459,0.11720000267028809,1,"(30.12, 74.46)",50,24.485281374238568,6.970445645511165,9.292840658430254
1,764.1073913574219,2.1170156318694353,0.6955312425270677,3.810312522575259,3.7840781025588512,5.556734388694167,10.205531287938356,7.964062504470348,2.876593753695488,0.23893749993294477,55.551219046115875,0.8083125054836273,0.051359374076128006,1.0629374999552965,0.2462968798354268,0.21957812644541264,0.23337499797344208,0.15524999797344208,0.06868750043213367,0.1522499993443489,0.32773437397554517,0.29490625485777855,0.400968749076128,0.09007812663912773,0.3265468729659915,0.015625,0.15004687383770943,0.0,0.26614062767475843,0.047593750059604645,4.6524374866858125,0.2785781268030405,0.14476562384516,0.22537499945610762,0.04595312476158142,0.1661875005811453,0.24604687560349703,1.6262187585234642,0.08092187345027924,0.03125,0.9107968779280782,0.32553124986588955,0.12646874971687794,0.4683281295001507,0.015625,1.0277030989527702,0.09375,5.044093759730458,9.71706260740757,2.770671859383583,0.5827812505885959,0.0625,2,"(30.703125, 151.390625)",64,29.071067811865476,7.92525522974916,10.59899839811921
2,813.7725437371306,2.0721938064856125,0.5999689832214237,4.0145969076674115,4.024813952372056,5.383821718452513,9.922565914863764,7.3477674519368845,1.9054496186648229,0.12142635593118593,60.684845148130904,0.5071782950283021,0.05150387592093889,0.8698604665985403,0.7581550381904425,0.3343643402868463,0.07391472796137019,0.06306201542994773,0.023255813953488372,0.2113333358321079,0.07367441774338715,0.04799224794373032,0.2991162797277288,0.023255813953488372,0.32163566027500834,0.024093023566312568,0.07037984493166902,0.015503875968992248,0.14115503684494846,0.007751937984496124,1.5397131771080255,0.21417054187419804,0.046511627906976744,0.8264728673668795,0.01756589172422424,0.11772868198941844,0.14214728599370913,1.5454573645148166,0.08206201523773429,0.1520930242168811,0.5751007739887681,0.10340309974759124,0.007751937984496124,0.6427596936854281,0.028922480668208395,1.385790700136229,0.09026356676752254,2.1619457431541855,4.235953518586565,2.4245038674783337,0.6179147279539774,0.059829457785732065,3,"(32.89922480620155, 93.07751937984496)",129,42.970562748477136,10.471869071796576,16.141931111090845
3,814.3238121937898,3.3699661048792175,1.4297288171315596,6.482949172036123,6.768762738017712,8.711525444257058,17.335237284838144,12.794457593206632,3.123542383565741,0.18605084641505096,59.03183067451089,0.888169484623408,0.11577966253636247,1.2119152561082678,1.2445423562647933,0.619525428545677,0.16962711487786244,0.0851525431972439,0.01694915254237288,0.28413559319609305,0.0731186442456003,0.16393220222602456,0.46284746214494865,0.06835593207407806,0.5705084699695393,0.15872880967996889,0.24188135438046213,0.05115254248602916,0.2981864436198089,0.19472881696992,3.5889661049438737,0.23666101845644288,0.09627118555165953,1.4541864374936637,0.13105084936497574,0.11964407007573015,0.21167796749179646,3.0937288120641546,0.09583050921811896,0.27761016659817456,1.108440665875451,0.1716610173047599,0.03389830508474576,0.9245762804807243,0.041728813769453664,3.481915281990827,0.21198305184558286,3.6220508349143854,6.025779631178258,2.5590847563945642,0.5111694901676501,0.07932203300928665,4,"(32.016949152542374, 206.11864406779662)",59,28.97056274847714,6.550059325540574,11.908654682908063
4,811.3553154412217,1.9618110201490206,0.7213936950278095,3.4253937015383262,3.3294252007026373,4.849645660618159,9.015795296102059,6.658748031601193,2.1405432965811784,0.14584252003609666,61.986488041915294,0.22997637996523398,0.04026771718122828,2.1542519697054163,0.1386692899418628,0.1535826771278081,0.2306771663230235,0.1882755925336222,0.02799999995494452,1.7982204861528293,2.5708818736038808,0.12525984245961105,0.09625196926237091,0.025921260278055986,0.46862992198448483,0.07668504001587395,0.13410236187807217,0.07377952853525717,0.21939370059591579,0.038370078004251316,2.65748031496063,0.1398582674386933,0.03481102365208423,0.059606299156279074,0.015748031496062992,0.04840157491954293,0.23413385931901107,0.7045905557204419,0.01870866108128405,0.1312598445284085,0.5630866101407629,0.1557559047158309,0.013283464382952593,0.27835433032568985,0.015748031496062992,0.1602992147911252,0.0848503929423535,1.5817086612145732,2.8347716594305563,2.750968490998576,0.6558188979081282,0.06611023737689642,5,"(33.84251968503937, 240.9763779527559)",127,45.248737341529164,10.005931407034735,17.107672496864062
5,807.0200221284907,1.9132340385558757,0.5758297849208751,2.9751489213172424,3.385191491309633,3.7616383167023355,7.500404236164499,6.228553188608048,1.1904255399044523,0.0425531914893617,58.359914820244974,0.8676383013420916,0.0425531914893617,2.2430638176329594,0.5560851052720496,0.33802127838134766,0.159361702330569,0.3264680847208551,0.16927659511566162,0.7546382952243724,0.5601276565105358,0.1572127659270104,0.8927659709402855,0.0,0.3277021266044454,0.05025531890544486,0.3339999964896669,0.0,0.1817234069743055,0.15085106453997024,4.522957416290932,0.4587234055742304,0.03917021193402879,0.16646808766304177,0.04821276664733887,0.09929787351730023,0.28048936103252653,2.298191468766395,0.3281489331671532,0.3845106388660187,0.9569787154806421,0.6458510680401579,0.06576595661487986,0.823872335413669,0.0,1.1413191620339738,0.11282978920226401,4.098234052353717,8.139404319702312,2.6737234034436814,0.43746808741955046,0.09731914895646115,6,"(31.48936170212766, 282.72340425531917)",47,24.48528137423857,7.497026485212315,8.293459216018192
6,813.5916784667969,2.358560000658035,0.7965599966049194,4.972760002613068,4.5818200314044955,6.256280047893524,11.929540061950684,8.528580083847046,1.088999993801117,0.1434600019454956,60.95541961669922,0.30021999835968016,0.03924000024795532,1.1421200084686278,0.361780002117157,0.11907999992370605,0.06,0.02,0.0,0.17674000024795533,0.19759999990463256,0.02,0.2407200026512146,0.02,0.38224000453948975,0.04,0.08920000076293945,0.04710000038146973,0.04365999937057495,0.011540000438690185,2.351020004749298,0.09283999681472778,0.0,0.46371999502182004,0.05049999952316284,0.0,0.06803999900817871,1.2344599986076354,0.041620001792907715,0.022339999675750732,0.4146199941635132,0.07848000049591064,0.0,0.09181999921798706,0.0,1.5060000157356261,0.11672000050544738,1.0449600148200988,1.3916600048542023,2.7133999919891356,0.5488600087165832,0.06,7,"(33.54, 64.96)",50,30.485281374238568,9.07915723731552,10.16256384285487
7,808.8204485212053,1.9144285653318678,0.8859142814363752,3.5167428476469857,3.698742863110134,6.215200063160488,10.316657073157174,8.487771483830043,0.736057152066912,0.05714285714285714,61.37345722743443,0.506428575515747,0.02857142857142857,3.7505999973842075,0.36957142523356845,0.19040000098092216,0.0,0.0,0.05714285714285714,0.15337142774036952,0.05714285714285714,0.060828569957188196,0.22117142677307128,0.0,0.17142857142857143,0.04848571504865374,0.08571428571428572,0.0,0.02857142857142857,0.0,2.3850571462086267,0.03314285618918283,0.12354285717010498,0.3666571480887277,0.03245714391980852,0.020457143442971365,0.05745714391980852,0.967914274760655,0.02857142857142857,0.11428571428571428,0.41557143245424544,0.09079999923706054,0.0,0.27437142985207696,0.02857142857142857,0.8358857222965785,0.1648571423121861,1.1709714259420123,2.319257128238678,2.3136856964656283,0.5131714241845268,0.12245714323861258,8,"(29.914285714285715, 107.94285714285714)",35,26.449747468305834,3.540583657911534,14.105020889743669
8,807.9197827410954,2.177440866347282,0.5188602177045678,3.511172039534456,3.5259462248894478,4.888935487757447,10.496086070614476,6.8850215019718295,1.270795702293355,0.1321827942325223,58.96200003675235,0.2839677410741006,0.07654838600466328,0.8111075265433199,0.39567741719625327,0.22015053995193973,0.1094946220356931,0.05473118315460861,0.053763440860215055,0.043623656354924684,0.1637096789575392,0.05821505317123987,0.36754838705703774,0.02497849413143691,0.31268817122264575,0.058677419539420836,0.11981720309103688,0.0984516130980625,0.1317526883976434,0.15235483646392822,2.3465913880255913,0.17707526811989405,0.04025806342401812,0.5553655867935509,0.07313978415663525,0.08673118391344624,0.12178494532903035,1.826924733577236,0.04898924725030058,0.14613978580761983,0.5740322573210603,0.13981720452667565,0.0228494623655914,0.6382365662564513,0.02790322611408849,1.0698387033195906,0.1004193546951458,1.1592580676078796,2.4944193401644306,2.5193333313349755,0.36870967700917234,0.03225806451612903,9,"(33.225806451612904, 132.48387096774192)",93,35.10660171779821,9.891294479696016,12.253959304186747
9,812.9892235230864,2.331460682193885,0.8001910086428181,5.00204494829928,5.0326404450984485,5.923775283138403,11.727314584710625,8.033584246474705,3.2554269513387357,0.1894719105088309,60.435584336184384,0.8739662960673986,0.06539325767688536,1.6614044841085926,0.878865158959721,0.4765842684199301,0.10797752825061926,0.10117977522732166,0.07916853936870447,0.7202247173598643,0.22025842613048768,0.15891011243455866,0.6324381948856825,0.053539325681965004,0.26320224799466935,0.03421348266387254,0.2152696613515361,0.08984269720784734,0.31583145897040205,0.047752808988764044,3.0943370675772766,0.349528090337689,0.07252808903040511,1.0518089840921123,0.09028089850136403,0.1743932587377141,0.26319101151455654,3.3872809115420566,0.10089887594908811,0.2131910136576449,1.480067399110687,0.17713483196965765,0.08016854189754871,0.5976966311422627,0.05384269725070911,1.4545168474818884,0.17014606749073843,3.629662898149383,6.448853887868731,2.383853934788972,0.5325617991136701,0.07425842794139734,10,"(32.10112359550562, 163.19101123595505)",89,35.89949493661167,8.404997876049153,14.271118039509908
